,target_name,mass,radius,semi_major_axis,detection_type
1361,WASP-103 b,1.49,1.528,0.01985,Primary Transit
1362,WASP-104 b,1.272,1.137,0.02918,Primary Transit
1363,WASP-105 b,1.8,0.96,0.075,Primary Transit
1364,WASP-106 b,1.925,1.085,0.0917,Primary Transit
1365,WASP-107 b,0.12,0.94,0.055,Primary Transit
1366,WASP-108 b,1.167,1.215,0.0397,Primary Transit
1367,WASP-109 b,0.91,1.443,0.0463,Primary Transit
1368,WASP-110 b,0.515,1.238,0.0457,Primary Transit
1369,WASP-111 b,1.85,1.442,0.03914,Primary Transit
1370,WASP-112 b,0.88,1.191,0.0382,Primary Transit
1371,WASP-113 b,0.475,1.409,0.05885,Primary Transit
1372,WASP-114 b,1.769,1.339,0.02851,Primary Transit
1373,WASP-117 b,0.2755,1.021,0.09459,Primary Transit
1374,WASP-118 b,0.514,1.44,0.05453,Primary Transit
1375,WASP-119 b,1.23,1.4,0.0363,Primary Transit
1376,WASP-123 b,0.92,1.327,0.0431,Primary Transit
1377,WASP-12 b,1.47,1.9,0.02344,Primary Transit
1378,WASP-120 b,5.06,1.515,0.0522,Primary Transit
1379,WASP-121 b,1.184,1.865,0.02544,Primary Transit
1380,WASP-122 b,1.401,1.792,0.03107,Primary Transit
1381,WASP-124 b,0.6,1.24,0.0499,Primary Transit
1382,WASP-126 b,0.2841,0.96,0.0449,Primary Transit
1383,WASP-126 c,0.202,,,TTV
1384,WASP-127 b,0.18,1.37,0.052,Primary Transit
1385,WASP-129 b,1.0,0.93,0.0628,Primary Transit
1386,WASP-13 b,0.485,1.365,0.05379,Primary Transit
1387,WASP-130 b,1.23,0.89,0.1012,Primary Transit
1388,WASP-131 b,0.27,1.22,0.0607,Primary Transit
1389,WASP-132 b,0.41,0.8966,0.067,Primary Transit
1390,WASP-133 b,1.16,1.21,0.0345,Primary Transit
1391,WASP-134 b,1.412,0.988,0.0956,Primary Transit
1392,WASP-135 b,1.9,1.3,0.0243,Primary Transit
1393,WASP-136 b,1.51,1.38,0.0661,Primary Transit
1394,WASP-137 b,0.681,1.27,0.0519,Primary Transit
1395,WASP-138 b,1.22,,0.0494,Primary Transit
1396,WASP-139 b,0.117,0.8,0.062,Primary Transit
1397,WASP-14 b,7.341,1.281,0.036,Primary Transit
1398,WASP-140 b,2.44,1.44,0.0323,Primary Transit
1399,WASP-141 b,2.69,1.21,0.0469,Primary Transit
1400,WASP-142 b,0.84,1.53,0.0347,Primary Transit
1401,WASP-143 b,0.725,1.234,0.049,Primary Transit
1402,WASP-144 b,0.44,0.85,0.0316,Primary Transit
1403,WASP-145 A b,0.89,0.9,0.0261,Primary Transit
1404,WASP-146 b,1.11,1.228,0.0451,Primary Transit
1405,WASP-147 b,0.275,1.115,0.0549,Primary Transit
1406,WASP-148 b,0.287,0.756,0.08215,Primary Transit
1407,WASP-15 b,0.542,1.428,0.0499,Primary Transit
1408,WASP-150 b,8.46,1.07,0.0694,Primary Transit
1409,WASP-151 b,0.31,1.13,0.055,Primary Transit
1410,WASP-153 b,0.39,1.55,0.048,Primary Transit
1411,WASP-156 b,0.1303,0.554,0.0451,Primary Transit
1412,WASP-157 b,0.576,0.998,0.0499,Primary Transit
1413,WASP-158 b,2.79,1.07,0.0517,Primary Transit
1414,WASP-159 b,0.55,1.38,0.0538,Primary Transit
1415,WASP-16 b,0.855,1.008,0.0421,Primary Transit
1416,WASP-160 B b,0.281,1.093,0.0455,Primary Transit
1417,WASP-161 b,2.49,1.143,0.0673,Primary Transit
1418,WASP-162 b,5.2,1.0,0.0871,Primary Transit
1419,WASP-163 b,1.87,1.202,0.0266,Primary Transit
1420,WASP-164 b,2.13,1.128,0.02818,Primary Transit
1421,WASP-165 b,0.658,1.26,0.04823,Primary Transit
1422,WASP-166 b,0.102,0.6155,0.0668,Primary Transit
1423,WASP-167 b,8.0,1.51,0.0365,Primary Transit
1424,WASP-168 b,0.42,1.5,0.0519,Primary Transit
1425,WASP-169 b,0.561,1.304,0.0681,Primary Transit
1426,WASP-17 b,0.486,1.991,0.0515,Primary Transit
1427,WASP-170 b,1.6,1.096,0.0337,Primary Transit
1428,WASP-171 b,1.084,0.988,0.0504,Primary Transit
1429,WASP-172 b,0.47,1.57,0.0694,Primary Transit
1430,WASP-174 b,0.33,1.437,0.05503,Primary Transit
1431,WASP-175 b,0.99,1.208,0.044,Primary Transit
1432,WASP-176 b,0.855,1.505,0.0535,Primary Transit
1433,WASP-177 b,0.508,1.58,0.03957,Primary Transit
1434,WASP-178 b,1.41,1.94,0.0558,Primary Transit
1435,WASP-18 b,10.4296,1.165,0.02047,Primary Transit
1436,WASP-18 c,0.1737,,,TTV
1437,WASP-180 A b,0.8,1.29,0.048,Primary Transit
1438,WASP-181 b,0.299,1.184,0.05427,Primary Transit
1439,WASP-182 b,0.148,0.85,0.0451,Primary Transit
1440,WASP-183 b,0.502,1.47,0.04632,Primary Transit
1441,WASP-184 b,0.57,1.33,0.0627,Primary Transit
1442,WASP-185 b,0.98,1.25,0.0904,Primary Transit
1443,WASP-186 b,4.22,1.11,0.06,Primary Transit
1444,WASP-187 b,0.8,1.64,0.0653,Primary Transit
1445,WASP-189 b,1.99,1.619,0.05053,Primary Transit
1446,WASP-19 b,1.139,1.41,0.016634,Primary Transit
1447,WASP-190 b,1.0,1.15,0.0663,Primary Transit
1448,WASP-192 b,2.3,1.23,0.0408,Primary Transit
1449,WASP-2 A b,0.847,1.079,0.03138,Primary Transit
1450,WASP-20 A b,0.313,1.459,0.06003,Primary Transit
1451,WASP-21 b,0.3,1.21,0.052,Primary Transit
1452,WASP-22 b,0.617,1.199,0.04698,Primary Transit
1453,WASP-23 b,0.884,0.962,0.0376,Primary Transit
1454,WASP-24 b,1.071,1.3,0.03651,Primary Transit
1455,WASP-25 b,0.58,1.26,0.0474,Primary Transit
1456,WASP-26 b,1.028,1.281,0.03985,Primary Transit
1457,WASP-28 b,0.907,1.213,0.04469,Primary Transit
1458,WASP-29 b,0.243,0.775,0.047,Primary Transit
1459,WASP-3 b,2.06,1.454,0.0313,Primary Transit
1460,WASP-31 b,0.478,1.537,0.04657,Primary Transit
1461,WASP-32 b,3.6,1.18,0.0394,Primary Transit
1462,WASP-33 b,2.8,1.603,0.02558,Primary Transit
1463,WASP-34 b,0.59,1.22,0.0524,Primary Transit
1464,WASP-35 b,0.72,1.32,0.04317,Primary Transit
1465,WASP-36 b,2.279,1.269,0.02624,Primary Transit
1466,WASP-37 b,1.8,1.16,0.04339,Primary Transit
1467,WASP-38 b,2.712,1.079,0.07551,Primary Transit
1468,WASP-39 b,0.28,1.27,0.0486,Primary Transit
1469,WASP-4 b,1.1974,1.3846,0.02312,Primary Transit
1470,WASP-41 b,0.94,1.18,0.04,Primary Transit
1471,WASP-42 b,0.5,1.08,0.0458,Primary Transit
1472,WASP-43 b,2.052,1.036,0.01526,Primary Transit
1473,WASP-44 b,0.889,1.14,0.03473,Primary Transit
1474,WASP-45 b,1.007,1.16,0.04054,Primary Transit
1475,WASP-46 b,2.101,1.31,0.02448,Primary Transit
1476,WASP-47 b,1.14243,1.127,0.052,Primary Transit
1477,WASP-47 c,1.31,,1.41,Radial Velocity
1478,WASP-47 d,0.04122,0.319,0.088,Primary Transit
1479,WASP-47 e,0.02149,0.161,0.0173,Primary Transit
1480,WASP-48 b,0.98,1.67,0.03444,Primary Transit
1481,WASP-49 A b,0.378,1.115,0.0378,Primary Transit
1482,WASP-5 b,1.637,1.171,0.02729,Primary Transit
1483,WASP-50 b,1.437,1.138,0.02913,Primary Transit
1484,WASP-52 b,0.46,1.27,0.0272,Primary Transit
1485,WASP-53 b,2.132,1.074,0.04101,Primary Transit
1486,WASP-54 b,0.6,1.4,,Primary Transit
1487,WASP-55 b,0.61,1.33,0.0533,Primary Transit
1488,WASP-56 b,0.6,1.2,,Primary Transit
1489,WASP-58 b,0.89,1.37,0.0561,Primary Transit
1490,WASP-59 b,0.863,0.775,0.0697,Primary Transit
1491,WASP-6 b,0.503,1.224,0.0421,Primary Transit
1492,WASP-60 b,0.5,0.9,,Primary Transit
1493,WASP-61 b,2.06,1.24,0.0514,Primary Transit
1494,WASP-62 b,0.57,1.39,0.0567,Primary Transit
1495,WASP-63 b,0.38,1.43,0.0574,Primary Transit
1496,WASP-64 b,1.2,0.7,,Primary Transit
1497,WASP-65 b,1.55,1.112,0.0334,Primary Transit
1498,WASP-66 b,2.32,1.39,0.0546,Primary Transit
1499,WASP-67 b,0.42,1.4,0.0517,Primary Transit
1500,WASP-68 b,0.95,1.24,0.06206,Primary Transit
1501,WASP-69 b,0.26,1.057,0.04525,Primary Transit
1502,WASP-7 b,0.96,1.33,0.0617,Primary Transit
1503,WASP-70 A b,0.59,1.164,0.04853,Primary Transit
1504,WASP-71 b,2.258,1.5,0.04631,Primary Transit
1505,WASP-72 b,1.461,1.27,0.03708,Primary Transit
1506,WASP-73 b,1.88,1.16,0.05512,Primary Transit
1507,WASP-74 b,0.826,1.248,0.03443,Primary Transit
1508,WASP-75 b,1.07,1.27,0.0375,Primary Transit
1509,WASP-76 b,0.92,1.83,0.033,Primary Transit
1510,WASP-77 A b,1.76,1.21,0.024,Primary Transit
1511,WASP-78 b,0.89,1.7,0.0415,Primary Transit
1512,WASP-79 b,0.9,1.7,0.0539,Primary Transit
1513,WASP-8 b,2.244,1.038,0.0801,Primary Transit
1514,WASP-80 b,0.554,0.952,0.0346,Primary Transit
1515,WASP-81 b,0.729,1.429,0.03908,Primary Transit
1516,WASP-82 b,1.24,1.67,0.0447,Primary Transit
1517,WASP-83 b,0.3,1.04,0.059,Primary Transit
1518,WASP-84 b,0.694,0.942,0.0771,Primary Transit
1519,WASP-85 A b,1.265,1.24,0.039,Primary Transit
1520,WASP-87 A b,2.21,1.385,0.02946,Primary Transit
1521,WASP-88 b,0.56,1.7,0.06431,Primary Transit
1522,WASP-89 b,5.9,1.04,0.0427,Primary Transit
1523,WASP-90 b,0.63,1.63,0.0562,Primary Transit
1524,WASP-91 b,1.34,1.03,0.037,Primary Transit
1525,WASP-92 b,0.805,1.461,0.0348,Primary Transit
1526,WASP-93 b,1.47,1.597,0.04211,Primary Transit
1527,WASP-94 A b,0.452,1.72,0.055,Primary Transit
1528,WASP-95 b,1.206,1.098,0.0312,Primary Transit
1529,WASP-96 b,0.48,1.2,0.0453,Primary Transit
1530,WASP-97 b,1.32,1.13,0.03303,Primary Transit
1531,WASP-98 b,0.83,1.1,0.036,Primary Transit
1532,WASP-99 b,2.78,1.1,0.0717,Primary Transit
1533,WD 0806-661 B b,8.0,,2500.0,Imaging
1534,WD 1145+017 b,2.1e-06,,,Primary Transit
1535,WISE 0855-0714,6.0,,,Imaging
1536,WISE 1711+3500 b,18.0,,15.0,Imaging
1537,WISE 1828+2650,10.25,,,Imaging
1538,WISE J0458+6434 B,14.0,,4.0,Astrometry
1539,WISE J1355-8258 b,9.0,,,Imaging
1540,WISE J2216+1952,5.0,1.32,,Imaging
1541,WISEA J083011.95+283716.0,8.5,,,Imaging
1542,WTS-1 b,4.01,1.49,0.047,Primary Transit
1543,WTS-2 b,1.12,1.3,0.01855,Primary Transit
1544,Wendelstein-1 b,0.59,1.0,0.0282,Primary Transit
1545,Wendelstein-2 b,0.73,1.0,0.0234,Primary Transit
1546,XO-1 b,0.9,1.184,0.0488,Primary Transit
1547,XO-2N b,0.62,0.973,0.0369,Primary Transit
1548,XO-3 b,11.79,1.217,0.0454,Primary Transit
1549,XO-4 b,1.616,1.317,0.05485,Primary Transit
1550,XO-5 b,1.077,1.03,0.0487,Primary Transit
1551,XO-6 b,1.9,2.07,0.0815,Primary Transit
1552,XO-7 b,0.709,1.373,0.04421,Primary Transit
1553,XTE J1807-294 b,14.5,,,Pulsar
1554,YSES 2 b,6.3,,114.0,Imaging
1555,ZTFJ0003+14 b,17.0,0.57,,Primary Transit
1556,ZTFJ0220+21 b,14.0,0.54,,Primary Transit
1557,ZTFJ0407-00 b,19.0,0.44,,Primary Transit
1558,b Cen b,10.9,,556.0,Imaging
1559,beta Pic b,11.9,1.65,9.93,Imaging
1560,beta Pic c,8.89,1.2,2.68,Radial Velocity
1561,eps Eridani b,0.65,,3.53,Radial Velocity
1562,eps Ind A b,3.25,,11.55,Radial Velocity
1563,gamma Cephei b,17.539,,2.1459,Radial Velocity
1564,kappa And b,13.0,1.2,100.0,Imaging
1565,mu2 Sco b,14.4,,242.4,Imaging
1566,pi Men b,12.6,,3.308,Radial Velocity
1567,pi Men c,0.01142,0.16719,0.06702,Primary Transit
1568,tau Boo A b,5.84,1.06,0.046,Radial Velocity
1569,ups And b,0.62,,0.059,Radial Velocity
1570,ups And c,9.1,,0.861,Radial Velocity
